color,director_name,duration,actor_1_name,movie_title,language,country,title_year,imdb_score
Color,Robert Zemeckis,108.0,Lea Thompson,Back to the Future Part II ,English,USA,1989.0,7.8
Color,Luc Besson,89.0,Scarlett Johansson,Lucy ,English,France,2014.0,6.4
Color,Sam Taylor-Johnson,129.0,Jennifer Ehle,Fifty Shades of Grey ,English,USA,2015.0,4.1
Color,Robert Rodriguez,84.0,Sylvester Stallone,Spy Kids 3-D: Game Over ,English,USA,2003.0,4.1
Color,Joel Schumacher,149.0,Kevin Spacey,A Time to Kill ,English,USA,1996.0,7.4
Color,Shawn Levy,94.0,Tom Welling,Cheaper by the Dozen ,English,USA,2003.0,5.8
Color,Peter Berg,121.0,Jerry Ferrara,Lone Survivor ,English,USA,2013.0,7.6
 Black and White,Penny Marshall,128.0,Tom Hanks,A League of Their Own ,English,USA,1992.0,7.2
Color,James Wan,134.0,Javier Botet,The Conjuring 2 ,English,USA,2016.0,7.8
Color,David Fincher,120.0,Andrew Garfield,The Social Network ,English,USA,2010.0,7.7
Color,Ken Kwapis,129.0,Carmen Perez,He's Just Not That Into You ,English,USA,2009.0,6.4
Color,David Zucker,89.0,Beau Mirchoff,Scary Movie 4 ,English,USA,2006.0,5.1
Color,Wes Craven,116.0,Kelly Rutherford,Scream 3 ,English,USA,2000.0,5.5
Color,Robert Zemeckis,118.0,Lea Thompson,Back to the Future Part III ,English,USA,1990.0,7.4
Color,Etan Cohen,107.0,Will Ferrell,Get Hard ,English,USA,2015.0,6.0
Color,Francis Ford Coppola,155.0,Keanu Reeves,Bram Stoker's Dracula ,English,USA,1992.0,7.5
Color,Nora Ephron,123.0,Meryl Streep,Julie & Julia ,English,USA,2009.0,7.0
Color,Brian Helgeland,128.0,Harrison Ford,42 ,English,USA,2013.0,7.5
Color,Anthony Minghella,139.0,Philip Seymour Hoffman,The Talented Mr. Ripley ,English,USA,1999.0,7.3
Color,Bobby Farrelly,109.0,Bill Murray,Dumb and Dumber To ,English,USA,2014.0,5.7
Color,Frank Marshall,120.0,Paul Walker,Eight Below ,English,USA,2006.0,7.3
Color,Nancy Meyers,121.0,Robert De Niro,The Intern ,English,USA,2015.0,7.2
Color,Tim Story,102.0,Olivia Munn,Ride Along 2 ,English,USA,2016.0,5.9
Color,Michael Mann,117.0,Wes Studi,The Last of the Mohicans ,English,USA,1992.0,7.8
Color,Taylor Hackford,178.0,Bokeem Woodbine,Ray ,English,USA,2004.0,7.7
 Black and White,Frank Miller,147.0,Rosario Dawson,Sin City ,English,USA,2005.0,8.1
Color,Pete Travis,90.0,Dennis Quaid,Vantage Point ,English,USA,2008.0,6.6
Color,John Hamburg,105.0,J.K. Simmons,"I Love You, Man ",English,USA,2009.0,7.1
Color,Bobby Farrelly,114.0,Jason Alexander,Shallow Hal ,English,USA,2001.0,5.9
 Black and White,Oliver Stone,206.0,Sally Kirkland,JFK ,English,France,1991.0,8.0
Color,John Whitesell,99.0,Chloë Grace Moretz,Big Momma's House 2 ,English,USA,2006.0,4.6
Color,Gore Verbinski,123.0,J.K. Simmons,The Mexican ,English,USA,2001.0,6.1
Color,Angelina Jolie Pitt,137.0,Finn Wittrock,Unbroken ,English,USA,2014.0,7.2
Color,Burr Steers,102.0,Matthew Perry,17 Again ,English,USA,2009.0,6.4
Color,Nick Cassavetes,109.0,Don Johnson,The Other Woman ,English,USA,2014.0,6.0
Color,David R. Ellis,82.0,Krista Allen,The Final Destination ,English,USA,2009.0,5.2
Color,Steven Spielberg,142.0,Tom Hanks,Bridge of Spies ,English,USA,2015.0,7.6
Color,John Moore,106.0,Joaquim de Almeida,Behind Enemy Lines ,English,USA,2001.0,6.4
Color,Nicholas Stoller,114.0,Pink,Get Him to the Greek ,English,USA,2010.0,6.4
Color,Peter Chelsom,106.0,Lisa Ann Walter,Shall We Dance ,English,USA,2004.0,6.1
Color,Joe Dante,108.0,Kirsten Dunst,Small Soldiers ,English,USA,1998.0,6.1
Color,Mark A.Z. Dippé,98.0,Michael Jai White,Spawn ,English,USA,1997.0,5.2
Color,Kevin Reynolds,131.0,Henry Cavill,The Count of Monte Cristo ,English,UK,2002.0,7.7
Color,Brad Furman,118.0,Matthew McConaughey,The Lincoln Lawyer ,English,USA,2011.0,7.3
Color,Jaume Collet-Serra,113.0,Liam Neeson,Unknown ,English,UK,2011.0,6.9
Color,Christopher Nolan,130.0,Christian Bale,The Prestige ,English,USA,2006.0,8.5
Color,Sean Anders,116.0,Kevin Spacey,Horrible Bosses 2 ,English,USA,2014.0,6.3
Color,Cal Brunker,89.0,Brendan Fraser,Escape from Planet Earth ,English,USA,2013.0,5.9
Color,Mel Gibson,139.0,Rudy Youngblood,Apocalypto ,Maya,USA,2006.0,7.8
Color,John Glen,130.0,Joe Don Baker,The Living Daylights ,English,UK,1987.0,6.7
Color,Nimród Antal,107.0,Topher Grace,Predators ,English,USA,2010.0,6.4
Color,Ivan Reitman,116.0,Brian Dennehy,Legal Eagles ,English,USA,1986.0,5.9
Color,David Koepp,96.0,Johnny Depp,Secret Window ,English,USA,2004.0,6.6
Color,Alejandro Agresti,99.0,Keanu Reeves,The Lake House ,English,USA,2006.0,6.8
 Black and White,Iain Softley,104.0,Gena Rowlands,The Skeleton Key ,English,USA,2005.0,6.5
Color,Peter Hedges,105.0,Jennifer Garner,The Odd Life of Timothy Green ,English,USA,2012.0,6.6
Color,Paul Weiland,101.0,Busy Philipps,Made of Honor ,English,USA,2008.0,5.8
Color,Clint Eastwood,134.0,Johnny Cannizzaro,Jersey Boys ,English,USA,2014.0,6.9
Color,Francis Ford Coppola,135.0,Matt Damon,The Rainmaker ,English,USA,1997.0,7.1
Color,Mathieu Kassovitz,98.0,Robert Downey Jr.,Gothika ,English,USA,2003.0,5.8
Color,Steven Spielberg,155.0,Anthony Hopkins,Amistad ,English,USA,1997.0,7.2
Color,John McTiernan,106.0,Lorraine Bracco,Medicine Man ,English,USA,1992.0,6.0
Color,Colin Strause,102.0,Sam Trammell,Aliens vs. Predator: Requiem ,English,USA,2007.0,4.7
Color,Donald Petrie,95.0,Macaulay Culkin,Ri¢hie Ri¢h ,English,USA,1994.0,5.2
Color,Joan Chen,103.0,J.K. Simmons,Autumn in New York ,English,USA,2000.0,5.5
Color,Marc Lawrence,95.0,Brad Garrett,Music and Lyrics ,English,USA,2007.0,6.5
Color,Greg Mottola,109.0,Bobby Lee,Paul ,English,USA,2011.0,7.0
Color,Anne Fletcher,95.0,Miriam Margolyes,The Guilt Trip ,English,USA,2012.0,5.8
Color,Wes Craven,111.0,Alison Brie,Scream 4 ,English,USA,2011.0,6.2
Color,Joel Schumacher,123.0,Nicolas Cage,8MM ,English,Germany,1999.0,6.5
Color,Oliver Stone,140.0,Michael Wincott,The Doors ,English,USA,1991.0,7.2
Color,Jake Kasdan,94.0,James Wilcox,Sex Tape ,English,USA,2014.0,5.1
Color,Diane Keaton,94.0,Adam Arkin,Hanging Up ,English,Germany,2000.0,4.7
Color,Steven Quale,92.0,Emma Bell,Final Destination 5 ,English,USA,2011.0,5.9
Color,Kelly Makin,102.0,Jeanne Tripplehorn,Mickey Blue Eyes ,English,UK,1999.0,5.8
Color,Mimi Leder,123.0,Kevin Spacey,Pay It Forward ,English,USA,2000.0,7.2
Color,Bobby Farrelly,104.0,Jimmy Fallon,Fever Pitch ,English,USA,2005.0,6.2
Color,Steven Brill,102.0,Lisa Ann Walter,Drillbit Taylor ,English,USA,2008.0,5.7
Color,Seth MacFarlane,136.0,Liam Neeson,A Million Ways to Die in the West ,English,USA,2014.0,6.1
Color,Russell Mulcahy,93.0,Jonathan Winters,The Shadow ,English,USA,1994.0,6.0
Color,Stephen Daldry,129.0,Tom Hanks,Extremely Loud & Incredibly Close ,English,USA,2011.0,6.9
Color,Roger Michell,107.0,Noah Bean,Morning Glory ,English,USA,2010.0,6.5
Color,Jim Sheridan,117.0,50 Cent,Get Rich or Die Tryin' ,English,USA,2005.0,5.0
Color,Christian Duguay,116.0,Michael Biehn,The Art of War ,English,USA,2000.0,5.7
Color,Chris Columbus,135.0,Rosario Dawson,Rent ,English,USA,2005.0,7.0
Color,Chuck Russell,107.0,Rufus Sewell,Bless the Child ,English,USA,2000.0,5.1
Color,Sam Weisman,90.0,Oliver Hudson,The Out-of-Towners ,English,USA,1999.0,5.3
Color,John Frankenheimer,99.0,Marlon Brando,The Island of Dr. Moreau ,English,USA,1996.0,4.4
Color,Peter Hyams,104.0,Catherine Deneuve,The Musketeer ,English,Germany,2001.0,4.7
Color,Justin Chadwick,115.0,Natalie Portman,The Other Boleyn Girl ,English,UK,2008.0,6.7
Color,Pat O'Connor,119.0,Keanu Reeves,Sweet November ,English,USA,2001.0,6.7
Color,Stephen Hopkins,99.0,Stephen Rea,The Reaping ,English,USA,2007.0,5.7
Color,Martin Scorsese,112.0,Robert De Niro,Mean Streets ,English,USA,1973.0,7.4
Color,Penny Marshall,128.0,Ed Begley Jr.,Renaissance Man ,English,USA,1994.0,6.1
Color,Olivier Megaton,112.0,Jordi Mollà,Colombiana ,English,France,2011.0,6.4
Color,Frederik Du Chau,86.0,Gary Oldman,The Magic Sword: Quest for Camelot ,English,USA,1998.0,6.2
Color,Michael Caton-Jones,108.0,Robert De Niro,City by the Sea ,English,USA,2002.0,6.2
 Black and White,Irwin Winkler,128.0,Mira Sorvino,At First Sight ,English,USA,1999.0,5.9
Color,Joseph Kahn,84.0,Dane Cook,Torque ,English,USA,2004.0,4.0
Color,Harold Becker,111.0,Al Pacino,City Hall ,English,USA,1996.0,6.2
Color,Paul Verhoeven,131.0,Bobbie Phillips,Showgirls ,English,France,1995.0,4.6
Color,Sofia Coppola,123.0,Kirsten Dunst,Marie Antoinette ,English,USA,2006.0,6.4
Color,Barbet Schroeder,101.0,Nicolas Cage,Kiss of Death ,English,USA,1995.0,5.9
Color,Stephen Kay,102.0,Sylvester Stallone,Get Carter ,English,USA,2000.0,5.1
Color,J.A. Bayona,114.0,Naomi Watts,The Impossible ,English,Spain,2012.0,7.6
Color,Elaine May,107.0,Carol Kane,Ishtar ,English,USA,1987.0,4.2
Color,Wes Anderson,87.0,Bill Murray,Fantastic Mr. Fox ,English,USA,2009.0,7.8
Color,Stephen Herek,103.0,Angelina Jolie Pitt,Life or Something Like It ,English,USA,2002.0,5.8
Color,John Carpenter,99.0,Richard Epcar,Memoirs of an Invisible Man ,English,USA,1992.0,5.9
 Black and White,Jean-Pierre Jeunet,122.0,Mathieu Kassovitz,Amélie ,French,France,2001.0,8.4
Color,Dennie Gordon,91.0,Mary-Kate Olsen,New York Minute ,English,USA,2004.0,4.8
Color,Charles Shyer,103.0,Omar Epps,Alfie ,English,UK,2004.0,6.2
Color,Ken Kwapis,107.0,Ted Danson,Big Miracle ,English,USA,2012.0,6.5
Color,Ulu Grosbard,106.0,Alexa PenaVega,The Deep End of the Ocean ,English,USA,1999.0,6.3
Color,William Malone,101.0,Natascha McElhone,Feardotcom ,English,UK,2002.0,3.3
Color,Paul Weitz,109.0,Josh Hutcherson,Cirque du Freak: The Vampire's Assistant ,English,USA,2009.0,5.9
Color,Paul McGuigan,110.0,Daniel Radcliffe,Victor Frankenstein ,English,USA,2015.0,6.0
Color,Danny DeVito,89.0,Justin Theroux,Duplex ,English,USA,2003.0,5.8
Color,Malcolm D. Lee,100.0,Bernie Mac,Soul Men ,English,USA,2008.0,6.5
Color,Jerry Jameson,119.0,M. Emmet Walsh,Raise the Titanic ,English,UK,1980.0,4.7
Color,Mic Rodgers,83.0,Michael Jai White,Universal Soldier: The Return ,English,USA,1999.0,4.1
Color,Christian Alvart,108.0,Norman Reedus,Pandorum ,English,Germany,2009.0,6.8
Color,Gary Fleder,102.0,Gary Dourdan,Impostor ,English,USA,2001.0,6.2
Color,Christian Duguay,93.0,Rufus Sewell,Extreme Ops ,English,UK,2002.0,4.5
Color,Jean-Marie Poiré,84.0,Bridgette Wilson-Sampras,Just Visiting ,English,France,2001.0,5.8
Color,Danny Boyle,107.0,Chris Evans,Sunshine ,English,UK,2007.0,7.3
Color,Brian Robbins,91.0,John Gatins,A Thousand Words ,English,USA,2012.0,5.9
Color,Marc F. Adler,94.0,Eric Idle,Delgo ,English,USA,2008.0,4.4
Color,Pierre Morel,115.0,Ray Winstone,The Gunman ,English,USA,2015.0,5.8
Color,Geoffrey Sax,93.0,Alex Pettyfer,Alex Rider: Operation Stormbreaker ,English,Germany,2006.0,5.1
Color,D.J. Caruso,105.0,Sarah Roemer,Disturbia ,English,USA,2007.0,6.9
Color,Iain Softley,107.0,Angelina Jolie Pitt,Hackers ,English,USA,1995.0,6.2
Color,Richard Shepard,101.0,James Brolin,The Hunting Party ,English,USA,2007.0,6.9
 Black and White,Joel Coen,111.0,Jennifer Jason Leigh,The Hudsucker Proxy ,English,UK,1994.0,7.3
Color,Peter Ho-Sun Chan,113.0,Jet Li,The Warlords ,Mandarin,Hong Kong,2007.0,7.1
Color,Sergey Bodrov,112.0,Jay Hernandez,Nomad: The Warrior ,Kazakh,France,2005.0,6.0
Color,Joon-ho Bong,126.0,Chris Evans,Snowpiercer ,English,South Korea,2013.0,7.0
Color,Bibo Bergeron,90.0,Adam Goldberg,A Monster in Paris ,French,France,2011.0,6.8
Color,Jeff Nathanson,93.0,Matthew Broderick,The Last Shot ,English,USA,2004.0,5.7
Color,Alex Proyas,98.0,Michael Wincott,The Crow ,English,USA,1994.0,7.6
Color,S.S. Rajamouli,159.0,Tamannaah Bhatia,Baahubali: The Beginning ,Telugu,India,2015.0,8.4
Color,Robert Schwentke,107.0,Arliss Howard,The Time Traveler's Wife ,English,USA,2009.0,7.1
Color,Michael Lehmann,102.0,Colin Ferguson,Because I Said So ,English,USA,2007.0,5.6
Color,Rob Cohen,106.0,Paul Walker,The Fast and the Furious ,English,USA,2001.0,6.7
 Black and White,Tim Burton,87.0,Martin Landau,Frankenweenie ,English,USA,2012.0,7.0
Color,Joss Whedon,119.0,Adam Baldwin,Serenity ,English,USA,2005.0,8.0
Color,Charles S. Dutton,110.0,Omar Epps,Against the Ropes ,English,USA,2004.0,5.3
Color,Richard Lester,125.0,Margot Kidder,Superman III ,English,UK,1983.0,4.9
Color,Peter Segal,113.0,Robert De Niro,Grudge Match ,English,USA,2013.0,6.4
Color,John Woo,150.0,Takeshi Kaneshiro,Red Cliff ,Mandarin,China,2008.0,7.4
Color,Andy Tennant,108.0,Ethan Embry,Sweet Home Alabama ,English,USA,2002.0,6.1
Color,Robert Luketic,96.0,Gerard Butler,The Ugly Truth ,English,USA,2009.0,6.5
Color,Jonathan Lynn,93.0,Austin Pendleton,Sgt. Bilko ,English,USA,1996.0,5.7
Color,Robert Rodriguez,100.0,Steve Buscemi,Spy Kids 2: Island of Lost Dreams ,English,USA,2002.0,5.1
Color,David Carson,118.0,LeVar Burton,Star Trek: Generations ,English,USA,1994.0,6.6
Color,Kar-Wai Wong,122.0,Tony Chiu Wai Leung,The Grandmaster ,Mandarin,Hong Kong,2013.0,6.5
Color,Francis Lawrence,120.0,Robert Pattinson,Water for Elephants ,English,USA,2011.0,6.9
Color,Yuefeng Song,88.0,Blythe Auffarth,Dragon Nest: Warriors' Dawn ,English,China,2014.0,6.4
 Black and White,Norman Jewison,146.0,Denzel Washington,The Hurricane ,English,USA,1999.0,7.6
Color,Michael Apted,115.0,Bill Cobbs,Enough ,English,USA,2002.0,5.6
Color,David Mirkin,123.0,Sarah Silverman,Heartbreakers ,English,USA,2001.0,6.2
Color,Andy Fickman,94.0,D.B. Woodside,Paul Blart: Mall Cop 2 ,English,USA,2015.0,4.4
Color,Luis Mandoki,102.0,Sonia Braga,Angel Eyes ,English,USA,2001.0,5.6
Color,John Pasquin,98.0,Jim Belushi,Joe Somebody ,English,USA,2001.0,5.5
Color,Roman Polanski,133.0,Johnny Depp,The Ninth Gate ,English,Spain,1999.0,6.7
Color,Michael Apted,118.0,J.K. Simmons,Extreme Measures ,English,USA,1996.0,6.1
Color,Stephen Herek,105.0,Beth Grant,Rock Star ,English,USA,2001.0,6.2
Color,Lee Daniels,109.0,Mo'Nique,Precious ,English,USA,2009.0,7.3
Color,Ridley Scott,129.0,Jeff Bridges,White Squall ,English,USA,1996.0,6.6
Color,John Carpenter,109.0,Wilford Brimley,The Thing ,English,USA,1982.0,8.2
Color,David Twohy,127.0,Vin Diesel,Riddick ,English,USA,2013.0,6.4
Color,Jeb Stuart,118.0,Gregory Scott Cummins,Switchback ,English,USA,1997.0,6.4
Color,Steve Miner,110.0,Tom Skerritt,Texas Rangers ,English,USA,2001.0,5.2
Color,Gil Kenan,90.0,Bill Murray,City of Ember ,English,USA,2008.0,6.5
Color,Paul Thomas Anderson,144.0,Mike Howard,The Master ,English,USA,2012.0,7.1
Color,David Leland,97.0,Hayden Christensen,Virgin Territory ,English,Italy,2007.0,4.8
 Black and White,Gary Fleder,130.0,Dennis Quaid,The Express ,English,USA,2008.0,7.3
Color,J Blakeson,112.0,Chloë Grace Moretz,The 5th Wave ,English,USA,2016.0,5.2
Color,Ryan Coogler,133.0,Sylvester Stallone,Creed ,English,USA,2015.0,7.7
Color,Ben Affleck,150.0,Jeremy Renner,The Town ,English,USA,2010.0,7.6
Color,Kirk Jones,110.0,Anna Kendrick,What to Expect When You're Expecting ,English,USA,2012.0,5.7
Color,Ethan Coen,96.0,J.K. Simmons,Burn After Reading ,English,USA,2008.0,7.0
Color,Jennifer Flackett,96.0,Gerard Butler,Nim's Island ,English,USA,2008.0,6.0
Color,Ron Howard,123.0,Chris Hemsworth,Rush ,English,UK,2013.0,8.1
Color,Paul Thomas Anderson,188.0,Patton Oswalt,Magnolia ,English,USA,1999.0,8.0
Color,Kevin Smith,107.0,Bruce Willis,Cop Out ,English,USA,2010.0,5.6
Color,Christian Ditter,110.0,Alison Brie,How to Be Single ,English,USA,2016.0,6.1
Color,Charles Martin Smith,113.0,Morgan Freeman,Dolphin Tale ,English,USA,2011.0,6.9
Color,Catherine Hardwicke,122.0,Kristen Stewart,Twilight ,English,USA,2008.0,5.2
Color,Nick Cassavetes,116.0,Denzel Washington,John Q ,English,USA,2002.0,7.0
Color,Les Mayfield,93.0,Peter Greene,Blue Streak ,English,USA,1999.0,6.3
Color,Rawson Marshall Thurber,118.0,Laura-Leigh,We're the Millers ,English,USA,2013.0,7.0
Color,Fedor Bondarchuk,115.0,Yuliya Snigir,Obitaemyy ostrov ,Russian,Russia,2009.0,5.3
Color,Jonathan Mostow,93.0,Kathleen Quinlan,Breakdown ,English,USA,1997.0,6.9
Color,Irvin Kershner,121.0,Bernie Casey,Never Say Never Again ,English,UK,1983.0,6.2
Color,Steve Pink,101.0,Charlie McDermott,Hot Tub Time Machine ,English,USA,2010.0,6.4
Color,Charles Martin Smith,107.0,Morgan Freeman,Dolphin Tale 2 ,English,USA,2014.0,6.4
Color,John Frankenheimer,124.0,Charlize Theron,Reindeer Games ,English,USA,2000.0,5.7
Color,F. Gary Gray,109.0,Vin Diesel,A Man Apart ,English,USA,2003.0,6.1
Color,Cameron Crowe,105.0,Emma Stone,Aloha ,English,USA,2015.0,5.4
Color,Rob Reiner,130.0,Alexa PenaVega,Ghosts of Mississippi ,English,USA,1996.0,6.7
Color,Scott Hicks,127.0,Rick Yune,Snow Falling on Cedars ,English,USA,1999.0,6.8
Color,Mikael Håfström,114.0,Anthony Hopkins,The Rite ,English,USA,2011.0,6.0
Color,Andrew Niccol,106.0,Blair Underwood,Gattaca ,English,USA,1997.0,7.8
Color,Andrew Bergman,95.0,Stockard Channing,Isn't She Great ,English,USA,2000.0,5.3
Color,Kirk De Micco,81.0,Cheryl Hines,Space Chimps ,English,USA,2008.0,4.5
Color,Chris Rock,95.0,Bernie Mac,Head of State ,English,USA,2003.0,5.4
Color,Todd Phillips,108.0,Bradley Cooper,The Hangover ,English,USA,2009.0,7.8
Color,Wilson Yip,105.0,Mike Tyson,Ip Man 3 ,Cantonese,Hong Kong,2015.0,7.2
Color,Jay Roach,95.0,Muse Watson,Austin Powers: The Spy Who Shagged Me ,English,USA,1999.0,6.6
Color,Tim Burton,126.0,Michael Gough,Batman ,English,USA,1989.0,7.6
Color,Roland Joffé,102.0,Jordi Mollà,There Be Dragons ,English,Spain,2011.0,5.9
Color,Richard Donner,121.0,Rene Russo,Lethal Weapon 3 ,English,USA,1992.0,6.7
Color,John Lee Hancock,129.0,Catherine Dyer,The Blind Side ,English,USA,2009.0,7.7
Color,Robert Rodriguez,88.0,Alexa PenaVega,Spy Kids ,English,USA,2001.0,5.4
Color,Seth Gordon,106.0,Kevin Spacey,Horrible Bosses ,English,USA,2011.0,6.9
Color,Ethan Coen,110.0,Matt Damon,True Grit ,English,USA,2010.0,7.7
Color,David Frankel,109.0,Meryl Streep,The Devil Wears Prada ,English,USA,2006.0,6.8
Color,Robert Wise,143.0,Leonard Nimoy,Star Trek: The Motion Picture ,English,USA,1979.0,6.4
Color,Seth Gordon,120.0,Jon Favreau,Identity Thief ,English,USA,2013.0,5.7
Color,Martin Scorsese,128.0,Robert De Niro,Cape Fear ,English,USA,1991.0,7.3
Color,Robert Luketic,123.0,Kevin Spacey,21 ,English,USA,2008.0,6.8
Color,Judd Apatow,129.0,Amy Schumer,Trainwreck ,English,Japan,2015.0,6.3
Color,Kevin Rodney Sullivan,105.0,Bernie Mac,Guess Who ,English,USA,2005.0,5.9
Color,Anthony Minghella,162.0,Colin Firth,The English Patient ,English,USA,1996.0,7.4
Color,Curtis Hanson,138.0,Kevin Spacey,L.A. Confidential ,English,USA,1997.0,8.3
Color,Mike Mitchell,100.0,Michael Angarano,Sky High ,English,USA,2005.0,6.2
Color,Frank Oz,90.0,Tom Selleck,In & Out ,English,USA,1997.0,6.3
Color,Roger Donaldson,108.0,Natasha Henstridge,Species ,English,USA,1995.0,5.8
Color,Wes Craven,101.0,Johnny Depp,A Nightmare on Elm Street ,English,USA,1984.0,7.5
Color,Tarsem Singh,109.0,Dylan Baker,The Cell ,English,USA,2000.0,6.3
Color,Randall Wallace,132.0,Leonardo DiCaprio,The Man in the Iron Mask ,English,USA,1998.0,6.4
Color,Randall Wallace,123.0,Scott Glenn,Secretariat ,English,USA,2010.0,7.2
Color,Kevin Munroe,87.0,Chris Evans,TMNT ,English,Hong Kong,2007.0,6.3
Color,Michael Tollin,109.0,Alfre Woodard,Radio ,English,USA,2003.0,6.9
Color,Will Gluck,109.0,Mila Kunis,Friends with Benefits ,English,USA,2011.0,6.6
Color,Nicholas Stoller,92.0,Chloë Grace Moretz,Neighbors 2: Sorority Rising ,English,USA,2016.0,6.0
Color,John Lee Hancock,125.0,Tom Hanks,Saving Mr. Banks ,English,USA,2013.0,7.5
Color,Spike Lee,202.0,Denzel Washington,Malcolm X ,English,USA,1992.0,7.7
Color,Judd Apatow,134.0,Charlyne Yi,This Is 40 ,English,USA,2012.0,6.2
Color,Walt Becker,88.0,Robin Williams,Old Dogs ,English,USA,2009.0,5.4
Color,Patrick Tatopoulos,92.0,Craig Parker,Underworld: Rise of the Lycans ,English,USA,2009.0,6.6
Color,Ken Kwapis,91.0,Robin Williams,License to Wed ,English,USA,2007.0,5.3
Color,Dennis Dugan,75.0,Jon Lovitz,The Benchwarmers ,English,USA,2006.0,5.6
Color,Gary David Goldberg,98.0,Stockard Channing,Must Love Dogs ,English,USA,2005.0,5.9
Color,Mike Newell,147.0,Johnny Depp,Donnie Brasco ,English,USA,1997.0,7.8
Color,Paul W.S. Anderson,100.0,Milla Jovovich,Resident Evil ,English,UK,2002.0,6.7
Color,Tobe Hooper,120.0,Heather O'Rourke,Poltergeist ,English,USA,1982.0,7.4
Color,Ethan Coen,104.0,J.K. Simmons,The Ladykillers ,English,USA,2004.0,6.2
Color,John Moore,103.0,Mila Kunis,Max Payne ,English,Canada,2008.0,5.4
Color,Andrew Niccol,109.0,Matt Bomer,In Time ,English,USA,2011.0,6.7
Color,Alan Poul,104.0,Danneel Ackles,The Back-up Plan ,English,USA,2010.0,5.3
Color,Luke Greenfield,112.0,Ashley Williams,Something Borrowed ,English,USA,2011.0,5.9
Color,Gil Junger,95.0,Tom Wilkinson,Black Knight ,English,USA,2001.0,4.8
Color,Michael Ritchie,102.0,Tatum O'Neal,The Bad News Bears ,English,USA,1976.0,7.3
Color,Steven E. de Souza,102.0,Ming-Na Wen,Street Fighter ,English,Japan,1994.0,3.8
 Black and White,Roman Polanski,150.0,Emilia Fox,The Pianist ,English,France,2002.0,8.5
Color,Albert Hughes,122.0,Johnny Depp,From Hell ,English,USA,2001.0,6.8
Color,Catherine Hardwicke,101.0,Keisha Castle-Hughes,The Nativity Story ,English,USA,2006.0,6.8
Color,Jaume Collet-Serra,108.0,Robert Ri'chard,House of Wax ,English,Australia,2005.0,5.3
Color,Mike Nichols,98.0,Natalie Portman,Closer ,English,USA,2004.0,7.3
Color,Clint Eastwood,137.0,Leonardo DiCaprio,J. Edgar ,English,USA,2011.0,6.6
Color,Alexandre Aja,112.0,Jason Flemyng,Mirrors ,English,USA,2008.0,6.2
Color,Michael Rymer,101.0,Aaliyah,Queen of the Damned ,English,USA,2002.0,5.2
Color,Stephen Hopkins,103.0,Adam Baldwin,Predator 2 ,English,USA,1990.0,6.2
Color,Gregory Hoblit,101.0,Billy Burke,Untraceable ,English,USA,2008.0,6.2
Color,Hugh Wilson,112.0,Brendan Fraser,Blast from the Past ,English,USA,1999.0,6.6
Color,Mike Hodges,111.0,Brian Blessed,Flash Gordon ,English,UK,1980.0,6.4
Color,Kevin Smith,102.0,Stephen Root,Jersey Girl ,English,USA,2004.0,6.2
Color,Rob Cohen,101.0,Cicely Tyson,Alex Cross ,English,USA,2012.0,5.1
Color,Clint Eastwood,155.0,Kevin Spacey,Midnight in the Garden of Good and Evil ,English,USA,1997.0,6.6
Color,Scott Mann,93.0,Robert De Niro,Heist ,English,USA,2015.0,6.1
Color,Susanna White,109.0,Daniel Mays,Nanny McPhee Returns ,English,UK,2010.0,6.1
Color,Danny DeVito,140.0,Frank Whaley,Hoffa ,English,USA,1992.0,6.6
Color,Chris Carter,108.0,Mitch Pileggi,The X Files: I Want to Believe ,English,USA,2008.0,5.9
Color,Tommy O'Haver,96.0,Anne Hathaway,Ella Enchanted ,English,USA,2004.0,6.3
Color,Peter Landesman,123.0,Will Smith,Concussion ,English,UK,2015.0,7.1
Color,John Singleton,106.0,Ken Arnold,Abduction ,English,USA,2011.0,5.0
Color,Gary Chapman,76.0,Jim Broadbent,Valiant ,English,UK,2005.0,5.6
Color,Curtis Hanson,107.0,Robert Downey Jr.,Wonder Boys ,English,USA,2000.0,7.4
Color,Craig Mazin,82.0,Drake Bell,Superhero Movie ,English,USA,2008.0,4.5
Color,Allen Hughes,109.0,Alona Tal,Broken City ,English,USA,2013.0,6.2
Color,Wes Craven,99.0,Shannon Elizabeth,Cursed ,English,USA,2005.0,5.0
Color,David Koepp,91.0,Joseph Gordon-Levitt,Premium Rush ,English,USA,2012.0,6.5
Color,Anne Fletcher,87.0,Jim Gaffigan,Hot Pursuit ,English,USA,2015.0,5.1
Color,Shekhar Kapur,125.0,Djimon Hounsou,The Four Feathers ,English,UK,2002.0,6.5
Color,Taylor Hackford,118.0,Jason Statham,Parker ,English,USA,2013.0,6.2
Color,Richard Loncraine,98.0,Kirsten Dunst,Wimbledon ,English,UK,2004.0,6.3
Color,Roger Kumble,92.0,Brendan Fraser,Furry Vengeance ,English,USA,2010.0,3.8
Color,Kimble Rendall,93.0,Alex Russell,Bait ,English,Australia,2012.0,5.2
Color,Peter Yates,116.0,Liam Neeson,Krull ,English,UK,1983.0,6.0
Color,Robert Redford,92.0,Meryl Streep,Lions for Lambs ,English,USA,2007.0,6.2
Color,John Milius,115.0,Rosanna Arquette,Flight of the Intruder ,English,USA,1991.0,5.7
